mfcc_1_mean,mfcc_2_mean,mfcc_3_mean,mfcc_4_mean,mfcc_5_mean,mfcc_6_mean,mfcc_7_mean,mfcc_8_mean,mfcc_9_mean,mfcc_10_mean,mfcc_11_mean,mfcc_12_mean,mfcc_13_mean,mfcc_14_mean,mfcc_15_mean,mfcc_16_mean,mfcc_17_mean,mfcc_18_mean,mfcc_19_mean,mfcc_20_mean,mfcc_1_std,mfcc_2_std,mfcc_3_std,mfcc_4_std,mfcc_5_std,mfcc_6_std,mfcc_7_std,mfcc_8_std,mfcc_9_std,mfcc_10_std,mfcc_11_std,mfcc_12_std,mfcc_13_std,mfcc_14_std,mfcc_15_std,mfcc_16_std,mfcc_17_std,mfcc_18_std,mfcc_19_std,mfcc_20_std,chroma_1_mean,chroma_2_mean,chroma_3_mean,chroma_4_mean,chroma_5_mean,chroma_6_mean,chroma_7_mean,chroma_8_mean,chroma_9_mean,chroma_10_mean,chroma_11_mean,chroma_12_mean,chroma_1_std,chroma_2_std,chroma_3_std,chroma_4_std,chroma_5_std,chroma_6_std,chroma_7_std,chroma_8_std,chroma_9_std,chroma_10_std,chroma_11_std,chroma_12_std,spectral_centroid_mean,spectral_centroid_std,zero_crossing_rate_mean,zero_crossing_rate_std,rms_energy_mean,rms_energy_std,genre,filename,file_path
-173.71587,137.14024,-23.767647,26.99174,-16.687662,4.2143745,-12.582618,5.8545594,-2.8846726,-1.1866812,-1.9771539,1.8001548,-3.0044112,-1.8699358,-0.7962682,-3.0132642,-0.43592533,-2.00181,-0.7466386,-5.001238,90.2122,32.895638,32.04959,22.262089,17.024559,12.638329,12.267991,9.082866,10.4207115,8.099662,7.44855,7.6134143,9.680582,6.3364367,7.0526485,7.9358287,7.554105,7.457623,6.870872,6.8177133,0.46167403,0.17095314,0.19264804,0.37859687,0.35386497,0.45910838,0.2763882,0.32404974,0.18769908,0.20247579,0.3237246,0.31639948,0.3768029,0.19205286,0.19362268,0.36220747,0.27549586,0.41737452,0.2531323,0.3077382,0.2237566,0.23212227,0.30632186,0.26406276,1410.6753570562125,453.11712875660817,0.06298072271671827,0.021005301234394137,0.14286481,0.09589651,blues,blues.00010.wav,c:\Users\darsh\Documents\Codex\2026-04-27\i-am-a-first-year-computer\Data\genres_original\blues\blues.00010.wav
-287.92355,123.97102,5.4561224,33.684544,1.0892011,14.704721,-4.898606,8.6532755,0.7827977,6.5667357,-4.87944,-3.1806588,-5.557003,-6.786621,-2.6442327,-2.9824317,-3.3811386,-1.8614974,1.8359205,-4.8965116,77.045265,31.523533,17.381048,18.55079,21.01286,15.348381,12.217013,13.753051,12.197827,10.686266,9.686741,9.17844,8.085729,7.797515,7.4516063,7.382002,6.313457,6.8450036,6.0883555,5.3012223,0.24839157,0.23022655,0.3049179,0.41385782,0.6585419,0.5414393,0.3524606,0.3485756,0.34564975,0.34801114,0.27664188,0.32097095,0.27244675,0.21186815,0.24716634,0.27654335,0.37507445,0.35094535,0.25399417,0.30423823,0.30069396,0.3188023,0.27631766,0.33495054,1353.3291189300635,715.4744658420599,0.04395891785990712,0.04354469611875666,0.065684564,0.050005443,blues,blues.00011.wav,c:\Users\darsh\Documents\Codex\2026-04-27\i-am-a-first-year-computer\Data\genres_original\blues\blues.00011.wav
-207.20874,132.79709,-15.460706,60.99486,0.710241,12.461279,1.1609277,-1.5278945,-17.901815,8.369234,-2.4538186,-0.5966888,0.3688164,2.6052277,-5.193015,-9.530149,-9.2374,-2.8406758,-1.4114444,-5.9310284,67.661995,25.794357,30.592875,18.18241,17.721489,10.059374,10.392875,10.568409,9.819367,9.735622,11.820317,9.624632,9.283365,7.3317795,6.773997,8.32624,7.975776,8.298301,10.610353,9.567372,0.3036761,0.16028023,0.21962753,0.20349412,0.19680664,0.2664421,0.30161792,0.15768723,0.18246062,0.21346878,0.3755525,0.6508768,0.22774172,0.21520881,0.30515096,0.26029003,0.28426608,0.30281463,0.32723123,0.1976307,0.23949297,0.25829947,0.24458322,0.3989303,1361.1004062354928,507.00601443997215,0.06912392064144737,0.04879831148262711,0.11902389,0.0636934,blues,blues.00012.wav,c:\Users\darsh\Documents\Codex\2026-04-27\i-am-a-first-year-computer\Data\genres_original\blues\blues.00012.wav
-209.7822,124.46592,10.285805,47.030174,6.4823856,15.417021,-2.0100777,6.735786,-21.54862,10.7284975,-5.532432,-2.2020378,-3.0517268,8.644019,-0.31084582,-0.63614476,-2.9359381,-1.706597,-1.7654228,-7.755964,44.38294,23.290462,25.728228,12.177268,10.098318,12.095588,8.332419,8.717909,9.820377,9.790461,9.524994,7.695251,7.237646,8.4746685,8.28486,9.414431,9.872067,10.213806,9.428778,10.674804,0.12737732,0.14210585,0.17116772,0.14698218,0.18988642,0.23153724,0.15596744,0.2164878,0.3453191,0.3849269,0.6915307,0.3734269,0.1732609,0.23449233,0.24358633,0.22812368,0.2521931,0.25979966,0.18203948,0.24507272,0.34537262,0.24066176,0.37896967,0.24546137,1324.3317542217217,414.29530275438486,0.051417300575657895,0.03544030759515154,0.11318897,0.064741395,blues,blues.00013.wav,c:\Users\darsh\Documents\Codex\2026-04-27\i-am-a-first-year-computer\Data\genres_original\blues\blues.00013.wav
-305.69858,113.041626,12.114901,45.039444,17.739239,14.59463,4.1571283,0.24009813,-7.013088,13.649845,8.923058,1.30169,5.952128,8.542282,1.1171257,0.58821875,0.060077444,-3.706519,-1.001884,-1.8044137,90.5473,26.103662,38.257935,14.991419,15.779799,12.438758,12.554844,12.913715,9.8775425,8.767174,9.4865055,7.9207954,8.022302,8.720549,11.709361,8.224779,9.831122,8.102942,9.452686,10.656262,0.2962066,0.31608987,0.29482222,0.24004889,0.29478702,0.31426433,0.23711225,0.23535694,0.28419057,0.37784407,0.62039787,0.4373697,0.32248878,0.3337601,0.31470558,0.27510726,0.30625024,0.32053497,0.2524182,0.247061,0.28366175,0.2912982,0.4203191,0.33646306,1172.2763008557504,383.77702373407834,0.045045834945820436,0.03950987106446065,0.06693625,0.05204608,blues,blues.00014.wav,c:\Users\darsh\Documents\Codex\2026-04-27\i-am-a-first-year-computer\Data\genres_original\blues\blues.00014.wav
-238.53304,120.08829,-4.224556,42.310043,5.9163294,13.914182,5.3575773,1.9037086,-16.92988,12.339311,3.9409604,-1.3906769,0.014792109,3.5804958,-4.5049934,-5.5419517,-6.8830776,-4.8263903,1.7385828,-1.8840166,66.202576,26.99122,31.297775,19.574749,17.288061,10.838106,10.939125,11.995671,9.480667,8.733511,9.037074,7.8046145,7.7852073,9.4633465,10.096966,8.801717,9.676661,8.10849,8.848998,11.45489,0.26288965,0.16624135,0.243802,0.2428957,0.28420234,0.292833,0.2606823,0.16922723,0.1975626,0.24369343,0.36236745,0.5177622,0.23214833,0.21876712,0.33431,0.2943252,0.34369925,0.32608417,0.2929366,0.2116692,0.24760899,0.2732102,0.2883774,0.41311783,1420.4114787701458,447.3246402980111,0.0637176797116873,0.04406925502867672,0.080638945,0.05321031,blues,blues.00015.wav,c:\Users\darsh\Documents\Codex\2026-04-27\i-am-a-first-year-computer\Data\genres_original\blues\blues.00015.wav
-233.79489,120.66705,-3.1675608,39.53927,3.8588552,18.839672,-3.6889172,4.431845,-14.975374,17.571035,1.8447447,2.538607,-1.2386857,8.439363,-0.2098385,-3.9067852,-4.478641,-0.012232234,1.293265,-2.0874293,70.44123,23.711533,34.757095,19.91084,16.844215,12.497924,10.01887,10.562872,10.074906,10.108127,10.42193,8.1493845,8.067007,8.063074,7.6912823,8.820778,9.075767,9.240238,9.145825,10.037049,0.23256329,0.16887477,0.14962566,0.27871916,0.40747806,0.2497119,0.27227345,0.35508335,0.5286723,0.53750116,0.26503962,0.25401494,0.2845581,0.22183669,0.19812663,0.27394667,0.35398528,0.2587882,0.2907628,0.31070077,0.34982914,0.38988835,0.23110567,0.29080045,1455.0424713768248,390.3891133086726,0.061350725014512386,0.03767737157691678,0.08141902,0.051397182,blues,blues.00016.wav,c:\Users\darsh\Documents\Codex\2026-04-27\i-am-a-first-year-computer\Data\genres_original\blues\blues.00016.wav
-245.7541,140.48093,-2.771439,60.42012,18.9254,9.837099,3.566577,0.5361876,-16.367361,6.6298547,7.269149,-4.01573,1.6074535,5.898682,-3.0176077,-4.7748995,-3.02707,-1.9985331,-0.058758903,-3.9718897,72.07491,28.298141,28.210207,18.994875,15.329366,9.987851,10.89083,9.650059,11.359438,10.260237,9.8356695,8.446647,8.5421295,8.871509,7.4867334,7.642668,8.104085,8.059941,7.9291935,8.046971,0.30284938,0.20715842,0.15734096,0.1596015,0.30674276,0.2565114,0.25413817,0.31225276,0.4253431,0.5789123,0.3532124,0.31281108,0.32589343,0.24116403,0.22426528,0.1873572,0.32336697,0.24767843,0.2810739,0.2922204,0.29369608,0.38473746,0.23088636,0.32294047,1088.7781161784512,481.44119724619634,0.04832397083010836,0.029080134268729036,0.09325911,0.046387743,blues,blues.00017.wav,c:\Users\darsh\Documents\Codex\2026-04-27\i-am-a-first-year-computer\Data\genres_original\blues\blues.00017.wav
-252.51877,104.93698,15.31683,42.673477,6.7626176,21.623577,-1.3132769,5.691932,-16.619516,12.161626,-1.96795,1.9697651,-0.88895833,7.771046,2.3869517,1.7799876,1.3449866,3.6371133,4.9108076,-2.6554039,53.61874,24.581554,25.72705,12.750804,9.637907,10.824914,8.57424,10.023236,11.194995,11.117656,7.221668,8.042828,6.976862,8.456111,10.096329,9.651305,11.483342,13.482834,12.319188,9.823951,0.21098194,0.16093785,0.18874957,0.2026812,0.21735221,0.2801981,0.3294547,0.2506038,0.33041704,0.37706193,0.29860237,0.39391088,0.24054673,0.23264039,0.268889,0.26559982,0.28115714,0.32611454,0.35065517,0.27596113,0.31406984,0.36637586,0.26485327,0.40674984,1537.56091926741,439.6508001183022,0.056131935710139316,0.041510898956046816,0.07964064,0.054376032,blues,blues.00018.wav,c:\Users\darsh\Documents\Codex\2026-04-27\i-am-a-first-year-computer\Data\genres_original\blues\blues.00018.wav
-236.6889,138.40428,-4.9235754,47.647713,5.152376,8.895284,0.48285615,-3.801668,-14.974891,10.432587,-0.35396186,0.78834563,1.7829305,4.2302113,-0.47101688,-6.1056542,-5.387077,-1.3430609,-3.7227938,-4.362499,74.70635,23.166365,34.172825,17.647171,21.601053,9.574511,9.904786,12.6051855,8.792124,10.22606,11.592767,8.970575,8.832467,8.583075,7.9588156,8.9880905,9.773833,9.6274805,8.518503,8.173014,0.19436336,0.19354899,0.15701018,0.25425065,0.3407601,0.14692923,0.13923535,0.24408162,0.43790004,0.5547571,0.2523996,0.17307657,0.2840844,0.2560611,0.24115609,0.2903704,0.36906165,0.2101623,0.21906358,0.28650928,0.30505073,0.4170147,0.22603537,0.235579,1195.4133983085592,499.7222876674399,0.05887114817143963,0.04241648363749193,0.09763429,0.050781094,blues,blues.00019.wav,c:\Users\darsh\Documents\Codex\2026-04-27\i-am-a-first-year-computer\Data\genres_original\blues\blues.00019.wav
-230.42657,127.100525,7.145355,39.784317,1.9449425,17.40534,-5.639429,8.25213,-18.104383,13.842513,-3.760913,2.5718598,-4.3208055,6.8123913,-6.159839,-6.2154546,-4.5115924,-1.8506043,-0.5394865,1.504397,54.645504,19.935543,24.487257,13.249691,10.760222,10.012038,8.914257,8.327552,7.745546,8.527893,8.461935,8.635147,7.9143233,7.8676,7.7892566,7.0458207,7.26744,8.523207,9.7045555,8.595275,0.24988872,0.17251885,0.21738859,0.2925994,0.49657047,0.24946389,0.22612885,0.34282178,0.38833624,0.2994913,0.28352597,0.41485927,0.24572937,0.22808924,0.2792088,0.2567656,0.39616075,0.22890903,0.25157925,0.32006145,0.34743935,0.2977609,0.2616172,0.3575544,1389.9522837601053,320.8151396414133,0.05256015080785604,0.02481177495607362,0.07535405,0.04988359,blues,blues.00020.wav,c:\Users\darsh\Documents\Codex\2026-04-27\i-am-a-first-year-computer\Data\genres_original\blues\blues.00020.wav
-264.67847,138.85834,11.156023,48.538254,14.895925,20.584368,3.205142,1.262588,-15.847021,15.986576,3.3616717,-1.5137409,1.892155,6.3119216,-0.99486226,-2.4167242,-3.6847513,0.4993973,5.050747,-0.7867031,79.659164,31.658894,35.838104,19.26861,15.755783,11.40654,10.956984,10.222084,9.767315,9.229901,8.8989725,8.480931,8.370804,8.279677,9.066076,9.464651,9.694317,10.922235,10.852341,12.190392,0.23320144,0.1618048,0.17967816,0.21733344,0.38632253,0.5575256,0.45657685,0.4428043,0.4035208,0.29652038,0.28424707,0.23417057,0.28088897,0.1827283,0.21638022,0.20762338,0.33356282,0.41604993,0.3528608,0.31567603,0.32856464,0.25609317,0.34189543,0.25446168,1046.7275070203577,540.0754646880034,0.04793735185274768,0.04829025097065128,0.101118095,0.05685033,blues,blues.00021.wav,c:\Users\darsh\Documents\Codex\2026-04-27\i-am-a-first-year-computer\Data\genres_original\blues\blues.00021.wav
-233.85751,136.17209,3.2713182,48.931213,8.685134,13.97951,5.3548675,0.39087018,-13.504575,16.856106,5.130938,-2.2318802,3.9640331,5.318362,0.8122657,-1.0979141,-4.539752,-2.434786,3.313449,-0.6142795,80.59228,30.97792,34.091278,19.602709,17.44671,12.861816,10.272586,11.302638,12.309769,9.099174,10.696426,8.792097,8.120822,9.128711,10.052718,8.963112,8.870395,10.018896,10.920519,11.97588,0.38974732,0.23288271,0.21152747,0.2562979,0.32878277,0.49499997,0.35562563,0.3200953,0.28151292,0.31772664,0.250467,0.23763892,0.3649576,0.23050234,0.27651536,0.2917577,0.31439847,0.40636495,0.3094529,0.30424723,0.26052758,0.31872058,0.28379035,0.23417915,1156.202363121508,560.5751355792314,0.05861340218653251,0.05355133885466522,0.1134315,0.060719416,blues,blues.00022.wav,c:\Users\darsh\Documents\Codex\2026-04-27\i-am-a-first-year-computer\Data\genres_original\blues\blues.00022.wav
-227.26886,137.7307,-14.493466,63.555702,5.612641,11.98464,1.885552,-1.8633765,-7.6205554,-2.4471745,-2.8867247,-9.429529,-10.923913,3.5625575,4.137706,0.09554375,-2.9725447,-1.378875,7.541176,-3.0374627,64.407616,22.50393,35.303543,14.52175,12.356342,9.678051,10.130399,9.341697,9.878339,9.883728,10.202049,9.378918,10.746888,8.305822,8.779295,6.7268453,8.175537,9.086503,9.666952,8.606777,0.20807508,0.27335873,0.18795392,0.20784996,0.48305604,0.22900411,0.12476046,0.16496524,0.28222004,0.65096694,0.36525834,0.1911823,0.25105122,0.3326112,0.24008313,0.19627589,0.38837916,0.19975856,0.19279452,0.21999796,0.21568607,0.36998752,0.25099808,0.22047324,1210.4571260262846,363.0846223028455,0.052482675841718264,0.03298931566314875,0.101914905,0.059668284,blues,blues.00023.wav,c:\Users\darsh\Documents\Codex\2026-04-27\i-am-a-first-year-computer\Data\genres_original\blues\blues.00023.wav
-274.31186,130.41371,-6.3928003,70.405014,13.269141,9.461284,7.7256403,-1.2474906,-0.5775883,-2.3025885,3.783147,0.08482328,-0.93943614,2.2965147,4.2883782,-1.6618618,-10.444595,-6.7975335,-1.066052,-1.5959948,76.93624,22.375292,36.63964,17.646696,15.1845045,12.469622,11.023466,12.256719,9.70369,8.300184,8.762743,8.577574,11.257425,7.948856,8.345617,6.9223866,7.0067477,6.278752,6.6526833,9.138178,0.30606747,0.23341651,0.23148826,0.17517269,0.20543848,0.23799178,0.11788559,0.08235787,0.1276081,0.2973147,0.608955,0.53360045,0.2991325,0.27722827,0.3028665,0.25019237,0.28323603,0.3061611,0.16186364,0.15292367,0.18436222,0.26088247,0.37186602,0.3657079,1120.3909802285903,420.0105191253382,0.047297899937113,0.03285126675852585,0.08696161,0.05012074,blues,blues.00024.wav,c:\Users\darsh\Documents\Codex\2026-04-27\i-am-a-first-year-computer\Data\genres_original\blues\blues.00024.wav
-249.2894,130.98703,0.67739,66.68578,17.897806,4.623737,6.5983086,1.24905,1.4163893,-1.579142,-0.9626631,-3.5719955,-2.9279814,4.596818,7.478901,-0.18313698,-2.8253267,-2.6788447,0.7485471,-0.5342602,63.097847,18.39497,39.751873,17.279259,13.54569,13.16553,9.820876,9.916266,8.703126,9.580453,10.0616665,9.229387,9.29168,7.9050574,9.577049,10.029368,9.348755,8.793169,8.717638,8.226057,0.24268875,0.20951726,0.26639345,0.18093738,0.23689622,0.30532306,0.13582203,0.11215392,0.17645556,0.4369102,0.77591395,0.4127572,0.23247696,0.23928,0.30139524,0.23521048,0.25865957,0.30975348,0.1525254,0.15062131,0.19057025,0.22957632,0.32916453,0.25292757,1109.721378629315,372.4129388140998,0.05172493288022446,0.03659632145372818,0.089179605,0.055826195,blues,blues.00025.wav,c:\Users\darsh\Documents\Codex\2026-04-27\i-am-a-first-year-computer\Data\genres_original\blues\blues.00025.wav
